datetime|unixtime|sig_bl|signal|position|total_profit|shares|position_size|capital
2025-01-20 10:05:00+00:00|1737367500.0|0|0|NONE|4.058621781420328|0.0|0.0|104.05862178142033
2025-01-20 10:10:00+00:00|1737367800.0|1|1|LONG|4.058621781420328|0.00046308724346594754|50.0|54.05862178142033
2025-01-20 10:15:00+00:00|1737368100.0|1|0|NONE|4.1061895242100945|0.00046308724346594754|0.0|54.05862178142033
2025-01-20 10:20:00+00:00|1737368400.0|1|0|NONE|4.260882370742252|0.00046308724346594754|0.0|54.05862178142033
2025-01-20 10:25:00+00:00|1737368700.0|1|0|NONE|4.229880850513666|0.00046308724346594754|0.0|54.05862178142033
2025-01-20 10:30:00+00:00|1737369000.0|1|0|NONE|4.22489180903915|0.00046308724346594754|0.0|54.05862178142033
2025-01-20 10:35:00+00:00|1737369300.0|1|0|NONE|4.164983514784822|0.00046308724346594754|0.0|54.05862178142033
2025-01-20 10:40:00+00:00|1737369600.0|1|0|NONE|4.222970720552581|0.00046308724346594754|0.0|54.05862178142033
2025-01-20 10:45:00+00:00|1737369900.0|0|-1|SHORT|4.231805556869318|0.0|50.173183775449|104.23180555686932
2025-01-20 10:50:00+00:00|1737370200.0|0|0|NONE|4.231805556869318|0.0|0.0|104.23180555686932
2025-01-20 10:55:00+00:00|1737370500.0|0|0|NONE|4.231805556869318|0.0|0.0|104.23180555686932
2025-01-20 11:00:00+00:00|1737370800.0|0|0|NONE|4.231805556869318|0.0|0.0|104.23180555686932
